,easting,northing,plot_area,metric,value
250,404099.9995,3284860,40 m,mean.max.canopy.ht.aop,9.486981155
251,404139.9995,3284860,40 m,mean.max.canopy.ht.aop,10.07954623
252,404179.9995,3284860,40 m,mean.max.canopy.ht.aop,10.34871067
253,404219.9995,3284860,40 m,mean.max.canopy.ht.aop,12.76985876
254,404259.9995,3284860,40 m,mean.max.canopy.ht.aop,12.56591883
255,404299.9995,3284860,40 m,mean.max.canopy.ht.aop,11.30666635
256,404339.9995,3284860,40 m,mean.max.canopy.ht.aop,12.5090619
257,404379.9995,3284860,40 m,mean.max.canopy.ht.aop,12.31602274
258,404419.9995,3284860,40 m,mean.max.canopy.ht.aop,10.15958342
259,404459.9995,3284860,40 m,mean.max.canopy.ht.aop,10.72824155
260,404499.9995,3284860,40 m,mean.max.canopy.ht.aop,9.308059549
261,403499.9995,3284900,40 m,mean.max.canopy.ht.aop,10.79147199
262,403539.9995,3284900,40 m,mean.max.canopy.ht.aop,9.527305496
263,403579.9995,3284900,40 m,mean.max.canopy.ht.aop,8.865155665
264,403619.9995,3284900,40 m,mean.max.canopy.ht.aop,10.92090558
265,403659.9995,3284900,40 m,mean.max.canopy.ht.aop,10.83665769
266,403699.9995,3284900,40 m,mean.max.canopy.ht.aop,11.406194
267,403739.9995,3284900,40 m,mean.max.canopy.ht.aop,10.44990732
268,403779.9995,3284900,40 m,mean.max.canopy.ht.aop,10.12719315
269,403819.9995,3284900,40 m,mean.max.canopy.ht.aop,10.93984817
270,403859.9995,3284900,40 m,mean.max.canopy.ht.aop,11.35383291
271,403899.9995,3284900,40 m,mean.max.canopy.ht.aop,12.73722092
272,403939.9995,3284900,40 m,mean.max.canopy.ht.aop,11.71408335
273,403979.9995,3284900,40 m,mean.max.canopy.ht.aop,11.46361472
274,404019.9995,3284900,40 m,mean.max.canopy.ht.aop,10.94110947
275,404059.9995,3284900,40 m,mean.max.canopy.ht.aop,9.730925569
276,404099.9995,3284900,40 m,mean.max.canopy.ht.aop,11.0692789
277,404139.9995,3284900,40 m,mean.max.canopy.ht.aop,11.55165797
278,404179.9995,3284900,40 m,mean.max.canopy.ht.aop,11.03699098
279,404219.9995,3284900,40 m,mean.max.canopy.ht.aop,10.94857551
280,404259.9995,3284900,40 m,mean.max.canopy.ht.aop,10.08954069
281,404299.9995,3284900,40 m,mean.max.canopy.ht.aop,9.168876594
282,404339.9995,3284900,40 m,mean.max.canopy.ht.aop,10.69463446
283,404379.9995,3284900,40 m,mean.max.canopy.ht.aop,11.21285572
284,404419.9995,3284900,40 m,mean.max.canopy.ht.aop,10.23879474
285,404459.9995,3284900,40 m,mean.max.canopy.ht.aop,10.30238196
286,404499.9995,3284900,40 m,mean.max.canopy.ht.aop,8.212404024
287,403499.9995,3284940,40 m,mean.max.canopy.ht.aop,10.24286447
288,403539.9995,3284940,40 m,mean.max.canopy.ht.aop,9.914574808
289,403579.9995,3284940,40 m,mean.max.canopy.ht.aop,9.066960569
290,403619.9995,3284940,40 m,mean.max.canopy.ht.aop,10.41922593
291,403659.9995,3284940,40 m,mean.max.canopy.ht.aop,10.92104
292,403699.9995,3284940,40 m,mean.max.canopy.ht.aop,10.20765321
293,403739.9995,3284940,40 m,mean.max.canopy.ht.aop,10.91183554
294,403779.9995,3284940,40 m,mean.max.canopy.ht.aop,12.11238441
295,403819.9995,3284940,40 m,mean.max.canopy.ht.aop,12.70936882
296,403859.9995,3284940,40 m,mean.max.canopy.ht.aop,12.31945384
297,403899.9995,3284940,40 m,mean.max.canopy.ht.aop,10.83158888
